endtime,currQr,prevQr,stationName,failureCode,tipoFalla,resultado,notes
2026-05-12 15:01:33.607,B1-120526-05-K15645,B1-120526-05-K15645,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-05-K15645"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0004565"", ""mac_id"": ""E9:5F:6E:81:98:1D"", ""rssi_dbm"": -43, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-12 15:04:19.157,B1-120526-03-K15473,B1-120526-03-K15473,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-03-K15473"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,0426,0000100"", ""mac_id"": ""D8:18:53:1D:35:36"", ""rssi_dbm"": -41, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-13 07:11:22.300,B1-120526-00-K15480,B1-120526-00-K15480,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-00-K15480"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0003619"", ""mac_id"": ""E6:07:4A:1C:A9:94"", ""rssi_dbm"": -45, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-13 08:20:33.740,B1-120526-05-K15865,B1-120526-05-K15865,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-05-K15865"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0002040"", ""mac_id"": ""C1:3F:A8:56:15:F9"", ""rssi_dbm"": -37, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL"", ""failure_reason"": ""backward_check_failed""}"
2026-05-13 08:25:22.490,B1-120526-03-K15793,B1-120526-03-K15793,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-03-K15793"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0003796"", ""mac_id"": ""FB:8C:C9:53:37:82"", ""rssi_dbm"": -42, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-13 08:25:53.547,B1-120526-03-K15793,B1-120526-03-K15793,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-03-K15793"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0003796"", ""mac_id"": ""FB:8C:C9:53:37:82"", ""rssi_dbm"": -41, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-13 09:13:37.417,B1-120526-01-K15641,"TITANITE V2.0.3.2,002-P10,1226,0002763",Black Box 2 SSR - RF Chamber BLE Test,TIT2-DATA-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-01-K15641"", ""pcba_qr"": ""UNKNOWN"", ""mac_id"": ""28:E6:A9:67:54:B9"", ""rssi_dbm"": -69, ""battery_voltage_v"": 10.8, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-13 09:52:23.760,B1-120526-02-K15672,B1-120526-02-K15672,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-02-K15672"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0002436"", ""mac_id"": ""C5:8B:D3:AD:0E:69"", ""rssi_dbm"": -37, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL"", ""failure_reason"": ""backward_check_failed""}"
2026-05-13 09:59:22.987,B1-120526-04-K15884,B1-120526-04-K15884,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-04-K15884"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0000235"", ""mac_id"": ""E6:4B:E2:1C:19:5C"", ""rssi_dbm"": -42, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-13 09:59:42.567,B1-120526-04-K15884,B1-120526-04-K15884,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-04-K15884"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0000235"", ""mac_id"": ""E6:4B:E2:1C:19:5C"", ""rssi_dbm"": -42, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-13 11:53:03.927,B1-120526-05-K15925,B1-120526-05-K15925,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-05-K15925"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0000090"", ""mac_id"": ""DC:E5:0A:A2:61:DA"", ""rssi_dbm"": -41, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-13 12:24:14.343,B1-230426-01-K12241,B1-230426-01-K12241,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-230426-01-K12241"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,0426,0002414"", ""mac_id"": ""C8:E1:26:94:86:D7"", ""rssi_dbm"": -43, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-13 12:26:18.823,B1-120526-03-K15583,B1-120526-03-K15583,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-03-K15583"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0003800"", ""mac_id"": ""C1:1B:57:59:0D:07"", ""rssi_dbm"": -43, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-13 12:32:02.697,B1-120526-04-K15744,B1-120526-04-K15744,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-04-K15744"", ""pcba_qr"": ""UNKNOWN"", ""mac_id"": ""UNKNOWN"", ""rssi_dbm"": null, ""battery_voltage_v"": null, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-13 12:33:30.837,B1-120526-04-K15744,B1-120526-04-K15744,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-04-K15744"", ""pcba_qr"": ""UNKNOWN"", ""mac_id"": ""UNKNOWN"", ""rssi_dbm"": null, ""battery_voltage_v"": null, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-13 12:55:49.137,B1-120526-00-K15880,B1-120526-00-K15880,Black Box 2 SSR - RF Chamber BLE Test,TIT2-DATA-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-00-K15880"", ""pcba_qr"": ""UNKNOWN"", ""mac_id"": ""02:09:3D:79:16:41"", ""rssi_dbm"": -76, ""battery_voltage_v"": 9.9, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-13 12:55:55.957,B1-120526-00-K15880,B1-120526-00-K15880,Black Box 2 SSR - RF Chamber BLE Test,TIT2-DATA-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-00-K15880"", ""pcba_qr"": ""UNKNOWN"", ""mac_id"": ""2D:0F:5A:EB:D3:2F"", ""rssi_dbm"": -79, ""battery_voltage_v"": 19.6, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-13 13:42:10.637,B1-120526-03-K15763,B1-120526-03-K15763,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-03-K15763"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0003066"", ""mac_id"": ""EC:95:F2:99:D0:1D"", ""rssi_dbm"": -35, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL"", ""failure_reason"": ""backward_check_failed""}"
2026-05-13 15:00:49.170,B1-120526-04-K15744,B1-120526-04-K15744,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-120526-04-K15744"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0002724"", ""mac_id"": ""F8:78:7C:D0:7B:2D"", ""rssi_dbm"": -36, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL"", ""failure_reason"": ""backward_check_failed""}"
2026-05-13 16:11:23.560,B1-130526-01-K15961,"TITANITE V2.0.3.2,002-P10,1226,0003138",Black Box 2 SSR - RF Chamber BLE Test,TIT2-DATA-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-130526-01-K15961"", ""pcba_qr"": ""UNKNOWN"", ""mac_id"": ""61:CC:C5:95:5C:74"", ""rssi_dbm"": -68, ""battery_voltage_v"": 21.1, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-13 16:13:44.730,B1-130526-01-K15991,B1-130526-01-K15991,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-130526-01-K15991"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0002304"", ""mac_id"": ""D5:A0:EA:1D:A7:4A"", ""rssi_dbm"": -45, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-14 07:18:54.187,B1-130526-01-K15941,B1-130526-01-K15941,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-130526-01-K15941"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0002324"", ""mac_id"": ""D9:57:74:02:FC:0A"", ""rssi_dbm"": -42, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-14 07:35:06.080,B1-130526-01-K15971,B1-130526-01-K15971,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-130526-01-K15971"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0002390"", ""mac_id"": ""F6:65:FD:79:2C:5B"", ""rssi_dbm"": -41, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-14 07:39:49.023,B1-130526-01-K15971,"TITANITE V2.0.3.2,002-P10,1226,0002390",Black Box 2 SSR - RF Chamber BLE Test,TIT2-DATA-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132881"", ""label_qr"": ""B1-130526-01-K15971"", ""pcba_qr"": ""UNKNOWN"", ""mac_id"": ""10:06:12:D1:E5:7A"", ""rssi_dbm"": -65, ""battery_voltage_v"": 21.4, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-14 14:48:17.283,B1-140526-05-K15A65,B1-140526-05-K15A65,Black Box 2 SSR - RF Chamber BLE Test,TIT2-DATA-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132841"", ""label_qr"": ""B1-140526-05-K15A65"", ""pcba_qr"": ""UNKNOWN"", ""mac_id"": ""27:59:6A:EE:5B:1F"", ""rssi_dbm"": -63, ""battery_voltage_v"": 21.8, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-14 15:00:43.580,B1-110526-03-K15353,B1-110526-03-K15353,Black Box 2 SSR - RF Chamber BLE Test,TIT2-DATA-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""132841"", ""label_qr"": ""B1-110526-03-K15353"", ""pcba_qr"": ""UNKNOWN"", ""mac_id"": ""11:E7:6A:40:BA:96"", ""rssi_dbm"": -80, ""battery_voltage_v"": 18.5, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-29 14:34:19.067,B1-290526-04-K15B34,B1-290526-04-K15B34,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""133325"", ""label_qr"": ""B1-290526-04-K15B34"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0000453"", ""mac_id"": ""EE:E7:D7:7C:15:6A"", ""rssi_dbm"": -33, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL"", ""failure_reason"": ""backward_check_failed""}"
2026-05-29 14:34:48.963,B1-290526-04-K15B34,B1-290526-04-K15B34,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""133325"", ""label_qr"": ""B1-290526-04-K15B34"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0000453"", ""mac_id"": ""EE:E7:D7:7C:15:6A"", ""rssi_dbm"": -32, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL"", ""failure_reason"": ""backward_check_failed""}"
2026-05-29 14:35:45.797,B1-290526-00-K15B30,B1-290526-00-K15B30,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""133325"", ""label_qr"": ""B1-290526-00-K15B30"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0000550"", ""mac_id"": ""DF:5B:69:BD:6F:33"", ""rssi_dbm"": -31, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL"", ""failure_reason"": ""backward_check_failed""}"
2026-05-29 14:36:25.267,B1-290526-00-K15B30,B1-290526-00-K15B30,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""133325"", ""label_qr"": ""B1-290526-00-K15B30"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0000550"", ""mac_id"": ""DF:5B:69:BD:6F:33"", ""rssi_dbm"": -35, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL"", ""failure_reason"": ""backward_check_failed""}"
2026-05-29 14:43:58.997,B1-290526-04-K15B34,B1-290526-04-K15B34,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""133325"", ""label_qr"": ""B1-290526-04-K15B34"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0000453"", ""mac_id"": ""EE:E7:D7:7C:15:6A"", ""rssi_dbm"": -39, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL"", ""failure_reason"": ""backward_check_failed""}"
2026-05-29 15:10:15.273,B1-290526-00-K15B30,B1-290526-00-K15B30,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BATT-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""133325"", ""label_qr"": ""B1-290526-00-K15B30"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0000550"", ""mac_id"": ""DF:5B:69:BD:6F:33"", ""rssi_dbm"": -31, ""battery_voltage_v"": 3.4, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-29 15:10:55.187,B1-290526-00-K15B30,B1-290526-00-K15B30,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BATT-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""133325"", ""label_qr"": ""B1-290526-00-K15B30"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0000550"", ""mac_id"": ""DF:5B:69:BD:6F:33"", ""rssi_dbm"": -31, ""battery_voltage_v"": 3.4, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-05-29 15:12:45.187,B1-290526-00-K15B30,B1-290526-00-K15B30,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BATT-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""133325"", ""label_qr"": ""B1-290526-00-K15B30"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0000550"", ""mac_id"": ""DF:5B:69:BD:6F:33"", ""rssi_dbm"": -31, ""battery_voltage_v"": 3.4, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-06-01 07:35:24.960,B1-290526-02-K15D42,B1-290526-02-K15D42,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""133325"", ""label_qr"": ""B1-290526-02-K15D42"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0003102"", ""mac_id"": ""DB:80:29:CB:91:6D"", ""rssi_dbm"": -43, ""battery_voltage_v"": 3.2, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-06-01 08:31:27.577,B1-290526-01-K15A91,B1-290526-01-K15A91,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""133325"", ""label_qr"": ""B1-290526-01-K15A91"", ""pcba_qr"": ""UNKNOWN"", ""mac_id"": ""UNKNOWN"", ""rssi_dbm"": null, ""battery_voltage_v"": null, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-06-01 09:35:26.950,B1-290526-02-K15D02,B1-290526-02-K15D02,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BATT-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""133325"", ""label_qr"": ""B1-290526-02-K15D02"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0001931"", ""mac_id"": ""E1:FB:7F:49:8D:18"", ""rssi_dbm"": -31, ""battery_voltage_v"": 3.4, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-06-01 10:20:56.500,B1-290526-02-K15D02,B1-290526-02-K15D02,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BATT-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""133325"", ""label_qr"": ""B1-290526-02-K15D02"", ""pcba_qr"": ""TITANITE V2.0.3.2,002-P10,1226,0001931"", ""mac_id"": ""E1:FB:7F:49:8D:18"", ""rssi_dbm"": -31, ""battery_voltage_v"": 3.4, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-06-01 10:28:42.020,B1-290526-05-K15C65,B1-290526-05-K15C65,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""133325"", ""label_qr"": ""B1-290526-05-K15C65"", ""pcba_qr"": ""UNKNOWN"", ""mac_id"": ""UNKNOWN"", ""rssi_dbm"": null, ""battery_voltage_v"": null, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-06-01 10:30:52.027,B1-290526-05-K15C65,B1-290526-05-K15C65,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""133325"", ""label_qr"": ""B1-290526-05-K15C65"", ""pcba_qr"": ""UNKNOWN"", ""mac_id"": ""UNKNOWN"", ""rssi_dbm"": null, ""battery_voltage_v"": null, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-06-01 10:35:02.007,B1-290526-00-K15C60,B1-290526-00-K15C60,Black Box 2 SSR - RF Chamber BLE Test,TIT2-DATA-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""133325"", ""label_qr"": ""B1-290526-00-K15C60"", ""pcba_qr"": ""UNKNOWN"", ""mac_id"": ""16:69:3E:BE:E3:2D"", ""rssi_dbm"": -85, ""battery_voltage_v"": 24.7, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
2026-06-01 10:39:54.787,B1-290526-05-K15C65,B1-290526-05-K15C65,Black Box 2 SSR - RF Chamber BLE Test,TIT2-BLE-000,RF Chamber BLE Test,FAILED,"{""station"": ""Black Box 2 SSR - RF Chamber BLE Test"", ""work_order"": ""133325"", ""label_qr"": ""B1-290526-05-K15C65"", ""pcba_qr"": ""UNKNOWN"", ""mac_id"": ""UNKNOWN"", ""rssi_dbm"": null, ""battery_voltage_v"": null, ""rssi_pass_range"": ""-40 to -10 dBm"", ""battery_min_v"": 2.98, ""battery_max_v"": 3.3, ""test_result"": ""FAIL""}"
